model_id;(Intercept);count_TRUE;counting_method;counting_time_1m;counting_time_cells;exp_bota;habitat_closure;quadrat_order;quadrat_order_squared;species_conspicuousness;count_TRUE:counting_method;counting_method:exp_bota;counting_method:habitat_closure;counting_method:quadrat_order;counting_method:quadrat_order_squared;counting_method:species_conspicuousness;counting_time_1m:habitat_closure;counting_time_1m:species_conspicuousness;counting_time_cells:habitat_closure;counting_time_cells:species_conspicuousness;habitat_closure:species_conspicuousness;df;logLik;AICc;delta;weight
789503;-0,966742101;-0,004435331;+;0,161819778;0,071350723;0,099599973;-0,496265108;0,007709566;0,00100371;0,241930745;+;NA;+;NA;NA;NA;NA;NA;NA;-0,002622083;0,139380083;20;-14860,46259;29761,12062;1026,91614;2.74812022530033e-224
887231;-0,980451807;-0,00424992;+;0,168919048;0,073124957;0,099413991;-0,497735057;NA;0,001677545;0,246287141;NA;NA;+;NA;NA;NA;0,015139655;-0,003280746;NA;-0,003007151;0,140205679;19;-14861,55705;29761,29088;1027,086401;2.52385273696985e-224
788927;-0,97441298;-0,004254486;+;0,165099546;0,072578057;0,099792153;-0,49641175;NA;0,00168691;0,243309478;NA;NA;+;NA;NA;NA;NA;NA;NA;-0,002813;0,139716957;17;-14863,60584;29761,35398;1027,1495;2.44546991224829e-224
821631;-1,015615508;-0,004247924;+;0,163681166;0,072681473;0,099421667;-0,496350935;0,01894004;NA;0,244075412;NA;NA;+;NA;NA;NA;0,013771979;NA;NA;-0,002731276;0,140106982;18;-14862,61847;29761,39602;1027,191539;2.39460314524665e-224
887807;-0,97083941;-0,00442999;+;0,163464386;0,071646682;0,099247873;-0,496273181;0,007600267;0,001005007;0,243946065;+;NA;+;NA;NA;NA;0,014303488;-0,001784679;NA;-0,002687365;0,139514926;22;-14858,62342;29761,48241;1027,277935;2.29336351055188e-224
789375;-0,991755061;-0,004436277;+;0,161599555;0,071355348;0,099465504;-0,497980667;0,018807919;NA;0,243160428;+;NA;+;NA;NA;NA;NA;NA;NA;-0,002619939;0,139833628;19;-14861,6908;29761,55839;1027,35391;2.20787891133416e-224
887679;-0,992409904;-0,004431038;+;0,163568627;0,071721684;0,099067854;-0,496892758;0,018697335;NA;0,24372968;+;NA;+;NA;NA;NA;0,014368291;-0,00198027;NA;-0,002716453;0,139778662;21;-14859,83564;29761,88631;1027,681832;1.87399236198636e-224
854975;-0,948944013;-0,004440269;+;0,16037366;0,071079156;0,099586403;-0,495959452;NA;0,001664616;0,241651458;+;NA;+;NA;NA;NA;NA;0,00093437;NA;-0,002526871;0,139321105;20;-14860,99204;29762,17952;1027,975046;1.61844220686517e-224
887295;-0,997587293;-0,004249991;+;0,169112499;0,073242531;0,099438303;-0,498673604;0,007411252;0,001042287;0,246419359;NA;NA;+;NA;NA;NA;0,0151269;-0,003437081;NA;-0,003031463;0,140481331;20;-14861,04034;29762,27612;1028,071641;1.54213347740505e-224
788991;-0,990945936;-0,004253451;+;0,165021675;0,0726635;0,099710856;-0,496726132;0,007348526;0,001056762;0,243550186;NA;NA;+;NA;NA;NA;NA;NA;NA;-0,002819762;0,139786728;18;-14863,09624;29762,35154;1028,147066;1.4850582048041e-224
887167;-1,021448212;-0,004245392;+;0,16926508;0,073321328;0,099354196;-0,498004841;0,018942743;NA;0,24667229;NA;NA;+;NA;NA;NA;0,015222129;-0,003652555;NA;-0,003052094;0,140132485;19;-14862,34638;29762,86954;1028,665066;1.14620220148088e-224
788863;-1,016053313;-0,004248473;+;0,164877956;0,072711309;0,099741606;-0,496477294;0,019041431;NA;0,244006058;NA;NA;+;NA;NA;NA;NA;NA;NA;-0,00282609;0,139632502;17;-14864,43825;29763,01879;1028,814308;1.06378491640385e-224
855039;-0,965377838;-0,004440884;+;0,160540365;0,071207056;0,099569986;-0,4959169;0,007639179;0,001009794;0,241601866;+;NA;+;NA;NA;NA;NA;0,000781666;NA;-0,002549933;0,139263358;21;-14860,44919;29763,11341;1028,908934;1.01462588995135e-224
560063;-0,931272493;-0,004455004;+;0,158459166;0,066170792;0,099213299;-0,489777698;NA;0,001646406;0,234834686;+;NA;+;NA;NA;NA;0,014552305;NA;NA;NA;0,138979788;19;-14862,52367;29763,22412;1029,019645;9.59987293754302e-225
854463;-0,975091516;-0,004254288;+;0,166033815;0,07268355;0,099776065;-0,496769006;NA;0,001686903;0,243617801;NA;NA;+;NA;NA;NA;NA;-0,000602389;NA;-0,002867513;0,139769421;18;-14863,59791;29763,35489;1029,150407;8.99230027802543e-225
854911;-0,988795941;-0,00443837;+;0,160593366;0,071251808;0,099539351;-0,495463741;0,0188077;NA;0,242082944;+;NA;+;NA;NA;NA;NA;0,000605059;NA;-0,002565239;0,139071388;20;-14861,68287;29763,56118;1029,356702;8.11100019537795e-225
560127;-0,948260916;-0,004453535;+;0,158325133;0,06623198;0,099188201;-0,489256207;0,007451655;0,001007248;0,235151067;+;NA;+;NA;NA;NA;0,014526254;NA;NA;NA;0,138731923;20;-14862,00967;29764,21478;1030,010302;5.84988066945385e-225
854527;-0,993049416;-0,004251912;+;0,16620474;0,072792339;0,099736475;-0,496720656;0,007396534;0,001052816;0,244405161;NA;NA;+;NA;NA;NA;NA;-0,000746919;NA;-0,002887568;0,139649078;19;-14863,08401;29764,3448;1030,140326;5.48166774005848e-225
625599;-0,926691498;-0,004465061;+;0,153093272;0,066161533;0,099251136;-0,487638218;NA;0,00164709;0,233386775;+;NA;+;NA;NA;NA;0,013002922;0,003535788;NA;NA;0,138440212;20;-14862,22679;29764,64903;1030,44455;4.7081603955346e-225
559999;-0,972384497;-0,004453478;+;0,158110816;0,066246113;0,099152148;-0,489549221;0,01859;NA;0,236088455;+;NA;+;NA;NA;NA;0,014497156;NA;NA;NA;0,138720288;19;-14863,24273;29764,66225;1030,457771;4.67713965938002e-225
854399;-1,017072986;-0,004247415;+;0,166367098;0,072873927;0,099682162;-0,496552668;0,019044488;NA;0,244533822;NA;NA;+;NA;NA;NA;NA;-0,000944343;NA;-0,002911815;0,139516906;18;-14864,41783;29764,99472;1030,790241;3.96082191971113e-225
527295;-0,93126288;-0,004457076;+;0,159576391;0,065971138;0,099540794;-0,488680458;NA;0,001654992;0,234955239;+;NA;+;NA;NA;NA;NA;NA;NA;NA;0,138031116;18;-14864,56306;29765,2852;1031,080718;3.42538368088052e-225
559551;-0,956821789;-0,004252453;+;0,161415559;0,067528877;0,099428326;-0,487628183;NA;0,001673957;0,2357817;NA;NA;+;NA;NA;NA;0,014847835;NA;NA;NA;0,138714722;17;-14865,73004;29765,60237;1031,397893;2.92304447400008e-225
592831;-0,921733722;-0,004472941;+;0,15090286;0,066015679;0,09952119;-0,487775389;NA;0,001655372;0,231147306;+;NA;+;NA;NA;NA;NA;0,005652281;NA;NA;0,138348757;19;-14863,74311;29765,66301;1031,458532;2.83574918057873e-225
625663;-0,941788713;-0,004463645;+;0,153174924;0,066249335;0,09924222;-0,486548319;0,007288719;0,001022862;0,233090048;+;NA;+;NA;NA;NA;0,01302513;0,003434702;NA;NA;0,138079964;21;-14861,72835;29765,67174;1031,467262;2.82339813670656e-225
625535;-0,965717581;-0,004464387;+;0,15320675;0,066251476;0,099147686;-0,487629389;0,018594181;NA;0,233589855;+;NA;+;NA;NA;NA;0,013083966;0,003273317;NA;NA;0,138377458;20;-14862,98721;29766,16986;1031,965378;2.20093734105469e-225
527359;-0,947879528;-0,004457736;+;0,159464683;0,066050016;0,099490452;-0,487858689;0,007533984;0,001008821;0,235223105;+;NA;+;NA;NA;NA;NA;NA;NA;NA;0,137675638;19;-14864,03639;29766,24957;1032,045094;2.11493798242658e-225
559615;-0,974337414;-0,004251913;+;0,161337736;0,067595392;0,099381643;-0,488203465;0,007106475;0,001064472;0,23660547;NA;NA;+;NA;NA;NA;0,014807249;NA;NA;NA;0,138851327;18;-14865,25285;29766,66477;1032,460288;1.7184594101669e-225
592895;-0,938508884;-0,00447128;+;0,150928882;0,066091419;0,099543699;-0,486782815;0,007302097;0,001029331;0,231552308;+;NA;+;NA;NA;NA;NA;0,00556073;NA;NA;0,137963345;20;-14863,24376;29766,68296;1032,478479;1.70290025217488e-225
527231;-0,971178868;-0,00445666;+;0,159257627;0,066060832;0,099483905;-0,488757741;0,018688574;NA;0,235481572;+;NA;+;NA;NA;NA;NA;NA;NA;NA;0,13795204;18;-14865,27138;29766,70184;1032,497357;1.68690214360617e-225
592767;-0,952692746;-0,004472233;+;0,150958582;0,066105149;0,099445765;-0,482622804;0,018683017;NA;0,228651665;+;NA;+;NA;NA;NA;NA;0,005410586;NA;NA;0,136707313;19;-14864,52111;29767,21901;1033,014534;1.30252589649261e-225
625087;-0,952563885;-0,004257059;+;0,157648402;0,067497872;0,099444678;-0,487374379;NA;0,001674367;0,233942689;NA;NA;+;NA;NA;NA;0,013724872;0,002587017;NA;NA;0,138902471;18;-14865,56627;29767,29162;1033,087141;1.2560874462703e-225
559487;-0,99725872;-0,004247963;+;0,16117902;0,067634642;0,099351387;-0,487824394;0,018885402;NA;0,236230919;NA;NA;+;NA;NA;NA;0,014820758;NA;NA;NA;0,138703542;17;-14866,61383;29767,36995;1033,16547;1.20784411601549e-225
526783;-0,955532623;-0,004258063;+;0,162603534;0,067373961;0,099712899;-0,490000433;NA;0,001682704;0,235021169;NA;NA;+;NA;NA;NA;NA;NA;NA;NA;0,139159195;16;-14867,85549;29767,83743;1033,632955;9.56088291085174e-226
625151;-0,968664266;-0,004254343;+;0,157736233;0,067567698;0,099426458;-0,487544731;0,006992001;0,001074908;0,234204405;NA;NA;+;NA;NA;NA;0,013743895;0,002493614;NA;NA;0,138948043;19;-14865,10201;29768,3808;1034,176321;7.28630663566865e-226
592319;-0,949138354;-0,004261497;+;0,155545821;0,067338886;0,099704105;-0,486695993;NA;0,001682718;0,23248349;NA;NA;+;NA;NA;NA;NA;0,004766758;NA;NA;0,13839431;17;-14867,25562;29768,65353;1034,449054;6.3574707622288e-226
526847;-0,972966206;-0,00425328;+;0,162549101;0,067441507;0,099694919;-0,487296843;0,007248082;0,001061556;0,235936273;NA;NA;+;NA;NA;NA;NA;NA;NA;NA;0,138011022;17;-14867,36562;29768,87353;1034,66905;5.69524960124851e-226
625023;-0,99510465;-0,004250564;+;0,157850022;0,067607088;0,09939061;-0,487930871;0,018885917;NA;0,235117024;NA;NA;+;NA;NA;NA;0,013827511;0,002295849;NA;NA;0,138947713;18;-14866,48472;29769,1285;1034,924023;5.01355805492932e-226
526719;-0,99576876;-0,004247523;+;0,16236428;0,067476984;0,099690005;-0,486749363;0,018993389;NA;0,235355958;NA;NA;+;NA;NA;NA;NA;NA;NA;NA;0,137923551;16;-14868,72998;29769,58641;1035,381936;3.9875990151797e-226
592383;-0,96632267;-0,004258279;+;0,155603166;0,067403077;0,099748646;-0,48619411;0,007004216;0,001082765;0,232989883;NA;NA;+;NA;NA;NA;NA;0,004684496;NA;NA;0,138173949;18;-14866,79174;29769,74255;1035,538069;3.68814293776057e-226
592255;-0,991538101;-0,004254453;+;0,155688694;0,067444676;0,099666282;-0,487428968;0,018982467;NA;0,233351635;NA;NA;+;NA;NA;NA;NA;0,00449555;NA;NA;0,138560748;17;-14868,19751;29770,53731;1036,332835;2.47871397247158e-226
612223;-0,895911351;-0,004408829;+;0,127171649;0,055835822;0,055532791;-0,581162162;0,004695104;NA;0,281369313;+;+;NA;+;NA;+;NA;0,012763774;NA;NA;0,143722167;23;-14863,23245;29772,72195;1038,517467;8.31456584825336e-227
612351;-0,874256481;-0,004408219;+;0,126955334;0,055814503;0,055676721;-0,580252181;-0,003706471;0,000764194;0,278939208;+;+;NA;+;NA;+;NA;0,013001661;NA;NA;0,143660928;24;-14862,52857;29773,33659;1039,132114;6.11463606177343e-227
644991;-0,886494002;-0,00441023;+;0,126884027;0,055479988;0,055313507;-0,575522975;0,004727459;NA;0,277782097;+;+;NA;+;NA;+;-0,005338315;0,013582446;NA;NA;0,14271085;24;-14862,63966;29773,55879;1039,354309;5.47169365141059e-227
804671;-0,846911908;-0,004398099;+;0,153526812;0,091087169;0,054511148;-0,592064964;NA;NA;0,268844437;+;+;NA;NA;NA;+;NA;NA;NA;-0,019278993;0,147743996;20;-14866,77714;29773,74972;1039,54524;4.97349212379644e-227
546687;-0,893476503;-0,004403236;+;0,148426322;0,05596737;0,055713214;-0,57991918;0,004731215;NA;0,27968301;+;+;NA;+;NA;+;NA;NA;NA;NA;0,143270968;22;-14864,96555;29774,16668;1039,962197;4.0375742210647e-227
645119;-0,866991437;-0,004413467;+;0,126713145;0,055455461;0,055483408;-0,575127238;-0,003631976;0,000759187;0,27633382;+;+;NA;+;NA;+;-0,005372565;0,013787606;NA;NA;0,142733792;25;-14861,93226;29774,16734;1039,962859;4.03623716423288e-227
616383;-0,88738149;-0,004404841;+;0,126331399;0,055628933;0,055578971;-0,578931515;NA;0,000474332;0,280686052;+;+;NA;NA;+;+;NA;0,013532895;NA;NA;0,143063881;23;-14864,03837;29774,33379;1040,129309;3.71392095597707e-227
837439;-0,841575556;-0,00440432;+;0,15461466;0,090893981;0,054265709;-0,590330504;NA;NA;0,266902999;+;+;NA;NA;NA;+;-0,005198405;NA;NA;-0,019339938;0,147870683;21;-14866,22278;29774,66059;1040,456116;3.15404036686113e-227
787903;-0,932982091;-0,004116057;+;0,16031907;0,077001894;0,056227493;-0,592903174;NA;0,001582129;0,263521245;NA;+;NA;NA;NA;NA;NA;NA;NA;-0,008415836;0,147201754;17;-14870,38181;29774,90591;1040,701431;2.78995933002011e-227
546815;-0,879555217;-0,004403741;+;0,148604489;0,055963933;0,055881996;-0,581285364;-0,003279241;0,000725497;0,280260069;+;+;NA;+;NA;+;NA;NA;NA;NA;0,143649968;23;-14864,32481;29774,90667;1040,702191;2.78889935881731e-227
649151;-0,873615724;-0,004413721;+;0,126238499;0,055245961;0,055250537;-0,575241951;NA;0,00047309;0,275587847;+;+;NA;NA;+;+;-0,005752242;0,01431032;NA;NA;0,142889005;24;-14863,36857;29775,01661;1040,812128;2.63973540164002e-227
616447;-0,904350604;-0,004406923;+;0,126587835;0,055697359;0,055454822;-0,580544535;0,008405098;-0,0002519;0,280349671;+;+;NA;NA;+;+;NA;0,013308139;NA;NA;0,143586156;24;-14863,37578;29775,03102;1040,82654;2.62078064416426e-227
620543;-0,86251349;-0,004409114;+;0,127038279;0,055984032;0,055727868;-0,578364161;-0,010183243;0,001356382;0,279637792;+;+;NA;+;+;+;NA;0,013152413;NA;NA;0,142917208;26;-14861,51531;29775,35775;1041,153267;2.22578293625943e-227
579455;-0,888594586;-0,004409065;+;0,149340653;0,055671722;0,055510458;-0,577400466;0,004708326;NA;0,278102382;+;+;NA;+;NA;+;-0,004430354;NA;NA;NA;0,142957482;23;-14864,55909;29775,37522;1041,170741;2.20642203152521e-227
787839;-0,970572501;-0,004110931;+;0,160123577;0,077125454;0,055816782;-0,592881089;0,017916717;NA;0,263816521;NA;+;NA;NA;NA;NA;NA;NA;NA;-0,008423399;0,147123642;17;-14870,70266;29775,54762;1041,343139;2.02419657323012e-227
787967;-0,950887147;-0,004116225;+;0,160246095;0,07709227;0,056020644;-0,592540857;0,008136723;0,000884189;0,263871068;NA;+;NA;NA;NA;NA;NA;NA;NA;-0,008423707;0,146992424;18;-14869,76013;29775,67932;1041,474844;1.89519247372406e-227
649215;-0,896746976;-0,004415001;+;0,126619047;0,055330976;0,055116352;-0,575265757;0,008392707;-0,000252606;0,277981601;+;+;NA;NA;+;+;-0,005722576;0,014000043;NA;NA;0,142726673;25;-14862,70927;29775,72135;1041,516873;1.855782001498e-227
870207;-0,848194546;-0,004398058;+;0,151553252;0,090979207;0,054493175;-0,592297738;NA;NA;0,269502587;+;+;NA;NA;NA;+;NA;0,001179894;NA;-0,019232416;0,147672884;21;-14866,75994;29775,73491;1041,530429;1.8432452475873e-227
579583;-0,868055863;-0,004405635;+;0,149554607;0,055660774;0,055765581;-0,576535995;-0,003255567;0,000726883;0,275656214;+;+;NA;+;NA;+;-0,004438904;NA;NA;NA;0,143039868;24;-14863,91804;29776,11555;1041,91107;1.52380042961644e-227
653311;-0,854961255;-0,004415084;+;0,126920503;0,055622788;0,055526133;-0,578476027;-0,009870448;0,001328137;0,276152958;+;+;NA;+;+;+;-0,005519371;0,013905346;NA;NA;0,144079987;27;-14860,89233;29776,13702;1041,932538;1.50753104442744e-227
550847;-0,881252268;-0,00440228;+;0,148895123;0,05576328;0,055744155;-0,578482728;NA;0,000472926;0,277667881;+;+;NA;NA;+;+;NA;NA;NA;NA;0,142974045;22;-14865,97103;29776,17764;1041,973158;1.47722230931966e-227
902975;-0,840219988;-0,004403256;+;0,151403385;0,090721178;0,054211877;-0,590311586;NA;NA;0,266335261;+;+;NA;NA;NA;+;-0,005263621;0,001927735;NA;-0,019265332;0,147973417;22;-14866,18211;29776,5998;1042,395317;1.19612109257086e-227
550911;-0,901959758;-0,004400251;+;0,148799038;0,055838945;0,055500394;-0,580182575;0,008803866;-0,00028399;0,278334701;+;+;NA;NA;+;+;NA;NA;NA;NA;0,143581808;23;-14865,23777;29776,73258;1042,5281;1.1192875433574e-227
555007;-0,863146991;-0,004404814;+;0,148927303;0,05611476;0,056059794;-0,580605688;-0,010043345;0,001346596;0,279032872;+;+;NA;+;+;+;NA;NA;NA;NA;0,143605975;25;-14863,34947;29777,00176;1042,797281;9.78340115480912e-228
583615;-0,878873819;-0,004404475;+;0,149907889;0,05546496;0,055592447;-0,577871648;NA;0,000474436;0,27680847;+;+;NA;NA;+;+;-0,004705115;NA;NA;NA;0,143511979;23;-14865,51149;29777,28002;1043,075539;8.51269051819568e-228
583679;-0,897189244;-0,0044107;+;0,149768441;0,055541612;0,055481807;-0,578292414;0,008787998;-0,000284034;0,276510555;+;+;NA;NA;+;+;-0,004733942;NA;NA;NA;0,143706156;24;-14864,7775;29777,83446;1043,629983;6.45165114236095e-228
587775;-0,859279285;-0,004406559;+;0,149869689;0,05582711;0,055856122;-0,576977828;-0,009786921;0,001323291;0,277430979;+;+;NA;+;+;+;-0,004520159;NA;NA;NA;0,14295203;26;-14862,92481;29778,17673;1043,972253;5.43685731949945e-228
611711;-0,949012547;-0,004102701;+;0,131368847;0,059707697;0,055995907;-0,581426295;0,004694808;NA;0,290666475;NA;+;NA;+;NA;+;NA;0,011963541;NA;NA;0,143246447;21;-14874,7166;29791,64823;1057,443747;6.45728721017913e-231
611839;-0,93114163;-0,004107018;+;0,131069084;0,059679129;0,056143527;-0,582588406;-0,004519302;0,000837217;0,290679789;NA;+;NA;+;NA;+;NA;0,012219525;NA;NA;0,143631606;22;-14873,87343;29791,98242;1057,777946;5.46361189757087e-231
546175;-0,950404507;-0,004094569;+;0,15144274;0,059757499;0,056145092;-0,582899987;0,004706981;NA;0,290307927;NA;+;NA;+;NA;+;NA;NA;NA;NA;0,143651269;20;-14876,23064;29792,65672;1058,452238;3.89994953119649e-231
546303;-0,932915568;-0,004098231;+;0,151595909;0,059732973;0,05630161;-0,583618845;-0,004100776;0,000801419;0,29023751;NA;+;NA;+;NA;+;NA;NA;NA;NA;0,143915753;21;-14875,45099;29793,11701;1058,912531;3.09818782328596e-231
644479;-0,945634053;-0,004101937;+;0,131388497;0,059536796;0,055917244;-0,580693548;0,00467751;NA;0,289058864;NA;+;NA;+;NA;+;-0,003298466;0,012391683;NA;NA;0,143558288;22;-14874,49067;29793,21691;1059,012433;2.94723173840645e-231
615871;-0,94116471;-0,004107768;+;0,13056639;0,059523555;0,056028495;-0,583576338;NA;0,000473096;0,290287122;NA;+;NA;NA;+;+;NA;0,012637985;NA;NA;0,14409382;21;-14875,59948;29793,41399;1059,209507;2.67066926173736e-231
644607;-0,926194982;-0,004105978;+;0,131077773;0,059504296;0,056045599;-0,580664843;-0,004547867;0,000840373;0,288498562;NA;+;NA;+;NA;+;-0,003323699;0,012655648;NA;NA;0,143593505;23;-14873,64316;29793,54336;1059,338881;2.50338151152608e-231
615935;-0,959572405;-0,004106145;+;0,130880928;0,059599802;0,055866221;-0,583029712;0,008284212;-0,000240946;0,290677631;NA;+;NA;NA;+;+;NA;0,012405855;NA;NA;0,143818673;22;-14874,95304;29794,14164;1059,937162;1.85614561345639e-231
620031;-0,919957662;-0,004107223;+;0,131226275;0,059863393;0,056220463;-0,583565304;-0,010851484;0,001415148;0,291079906;NA;+;NA;+;+;+;NA;0,012319353;NA;NA;0,143924943;24;-14872,9415;29794,16246;1059,957985;1.8369203787764e-231
578943;-0,948036154;-0,004093447;+;0,151997705;0,059630307;0,056041986;-0,581671323;0,004708797;NA;0,289262246;NA;+;NA;+;NA;+;-0,002453288;NA;NA;NA;0,143610793;21;-14876,10503;29794,42509;1060,220615;1.61087161869599e-231
550335;-0,940403994;-0,004099753;+;0,151799417;0,059575045;0,056140884;-0,58428379;NA;0,000475166;0,289262799;NA;+;NA;NA;+;+;NA;NA;NA;NA;0,144289262;20;-14877,28958;29794,7746;1060,570119;1.35259264452122e-231
579071;-0,928934543;-0,004096703;+;0,152117635;0,059602696;0,056200851;-0,581842659;-0,004136406;0,000805508;0,288538265;NA;+;NA;+;NA;+;-0,002458061;NA;NA;NA;0,143781258;22;-14875,32401;29794,88359;1060,679109;1.28085558623675e-231
648639;-0,936194216;-0,004107114;+;0,13053862;0,059332114;0,055821344;-0,580955944;NA;0,000473992;0,288329147;NA;+;NA;NA;+;+;-0,003631634;0,013135434;NA;NA;0,143791801;22;-14875,32577;29794,88711;1060,682636;1.27859858014588e-231
554495;-0,917949326;-0,004098223;+;0,151876136;0,059910342;0,056449843;-0,583854309;-0,01071529;0,001405029;0,289136411;NA;+;NA;+;+;+;NA;NA;NA;NA;0,144175964;23;-14874,54709;29795,35121;1061,146736;1.01380957587903e-231
550399;-0,959438775;-0,004097493;+;0,151696937;0,059651793;0,056038221;-0,583867404;0,008726488;-0,000278243;0,289300488;NA;+;NA;NA;+;+;NA;NA;NA;NA;0,14411482;21;-14876,58038;29795,37579;1061,171315;1.00142635551902e-231
648703;-0,955055227;-0,004105696;+;0,13087639;0,059409193;0,055670652;-0,580964223;0,008300702;-0,000243232;0,28882754;NA;+;NA;NA;+;+;-0,003610402;0,012885202;NA;NA;0,14373533;23;-14874,68149;29795,62002;1061,415542;8.86310235042563e-232
652799;-0,914078415;-0,004107875;+;0,131169443;0,05968221;0,056085817;-0,580852385;-0,010713463;0,001403151;0,28855387;NA;+;NA;+;+;+;-0,003435056;0,01279587;NA;NA;0,143641657;25;-14872,69599;29795,6948;1061,490322;8.53783170842787e-232
583103;-0,937912672;-0,004099086;+;0,152379224;0,059432862;0,056062197;-0,582369656;NA;0,000475139;0,288121933;NA;+;NA;NA;+;+;-0,002722479;NA;NA;NA;0,144042723;21;-14877,13397;29796,48298;1062,278501;5.75700588043536e-232
583167;-0,957272109;-0,004096789;+;0,152298559;0,059512215;0,055881483;-0,582506259;0,00871704;-0,000277013;0,288467572;NA;+;NA;NA;+;+;-0,002722564;NA;NA;NA;0,144063826;22;-14876,42454;29797,08465;1062,880176;4.26132503675326e-232
587263;-0,915792853;-0,004098819;+;0,15242067;0,059778554;0,056283216;-0,582108971;-0,010578342;0,001393416;0,288315794;NA;+;NA;+;+;+;-0,002541905;NA;NA;NA;0,143907369;24;-14874,41071;29797,10087;1062,896393;4.22691006165251e-232
608191;-0,924291745;-0,004407109;+;0,126699711;0,055522553;0,055094895;-0,580262924;NA;0,00148596;0,280241161;+;+;NA;NA;NA;+;NA;0,013180442;NA;NA;0,143511849;21;-14878,76635;29799,74773;1065,543251;1.12529195028567e-232
563071;-0,796366569;-0,004535647;+;0,148469817;0,053262065;0,056661721;-0,572311561;0,004650734;NA;0,238824223;+;+;NA;+;NA;NA;-0,010063396;NA;NA;NA;0,143148685;21;-14879,10272;29800,42047;1066,215991;8.03862051078033e-233
608127;-0,959632156;-0,004407408;+;0,127142806;0,055619796;0,054740939;-0,580379587;0,016810523;NA;0,280789127;+;+;NA;NA;NA;+;NA;0,012753858;NA;NA;0,143402875;21;-14879,11416;29800,44336;1066,238882;7.94713962048784e-233
608255;-0,938327709;-0,004406949;+;0,126944647;0,055597167;0,054946009;-0,579063886;0,007452402;0,000846847;0,279586745;+;+;NA;NA;NA;+;NA;0,012990053;NA;NA;0,143125203;22;-14878,24754;29800,73065;1066,526171;6.88377822992406e-233
640959;-0,915106773;-0,004411448;+;0,126600941;0,055264083;0,054808652;-0,577807224;NA;0,001486581;0,276676023;+;+;NA;NA;NA;+;-0,004307117;0,013774923;NA;NA;0,14351039;22;-14878,37929;29800,99415;1066,789677;6.03402778551293e-233
563199;-0,780233686;-0,004536625;+;0,148625561;0,053250981;0,056983136;-0,572792062;-0,003108888;0,000705312;0,238078156;+;+;NA;+;NA;NA;-0,010046583;NA;NA;NA;0,143407429;22;-14878,50799;29801,25154;1067,047065;5.30537452065859e-233
